# d_radial[Mpc] v_radial[km/s] ra deg MAG_B MAG_K
39929.695312 2034.737061 134.689621 -40.204288 -18.569416 -21.077463
41228.644531 2351.086182 134.091949 -40.690788 -18.418165 -21.969591
40336.593750 2962.118408 135.515808 -41.309452 -18.037245 -21.333735
39270.902344 2489.130615 132.275406 -39.007446 -18.143217 -21.205074
40319.039062 3232.112549 133.722336 -40.442280 -19.238043 -21.563036
40411.359375 3258.040039 135.454346 -40.667305 -17.776821 -21.784498
41020.597656 2074.018066 133.848785 -40.489353 -18.378122 -21.709984
40302.089844 2125.522461 135.076660 -40.972111 -18.051126 -21.182402
50988.757812 3405.497559 221.845322 37.689598 -22.739500 -26.560299
51968.019531 3451.894775 224.335892 36.905613 -22.355223 -26.219677
50803.812500 3360.020996 222.425888 37.987316 -20.707634 -24.611586
50970.371094 3316.163086 222.226532 37.739799 -21.126390 -24.938671
51840.914062 3189.120361 220.828934 37.355824 -20.157515 -22.910612
50256.257812 3386.697754 221.866852 38.426140 -18.903715 -22.796062
51826.066406 3375.311768 222.394974 35.888836 -19.514423 -22.280670
49992.753906 3393.879395 221.641754 38.671623 -19.519655 -22.421635
51341.535156 3369.961426 224.219635 36.787415 -19.358088 -22.633863
52160.343750 3456.374023 224.836151 36.885628 -19.769512 -23.216980
50781.183594 3279.484375 222.433731 37.933578 -19.184666 -23.128304
49919.660156 3329.850098 222.241776 38.458420 -18.789370 -21.594608
50894.085938 3132.309814 222.523804 38.329121 -18.395727 -22.123640
51985.339844 3285.430664 222.511276 35.632755 -18.595249 -21.350266
50979.394531 3427.575928 222.450058 38.270687 -18.878815 -21.924931
51449.390625 3241.377441 223.087662 36.210163 -18.112432 -21.085197
50855.468750 3301.958252 222.401596 37.772129 -17.996353 -21.729622
51883.789062 3240.512695 223.323364 36.848705 -18.125631 -21.390963
51072.089844 3352.285889 221.862885 37.612320 -18.497683 -22.411367
51195.875000 3180.685547 222.473907 37.980885 -18.020544 -21.294155
50393.699219 3394.996094 221.762085 37.763023 -17.559454 -21.047527
56981.734375 3467.211182 129.870056 -18.356754 -21.278156 -24.161949
55451.246094 3435.591064 129.816132 -20.137562 -20.069664 -24.129160
54536.316406 3358.173340 129.254227 -20.385157 -18.940666 -21.885647
55889.960938 3289.411133 129.728928 -19.748180 -19.065151 -22.566633
55481.535156 3271.627197 129.506088 -20.224934 -19.201269 -21.737736
55675.578125 3200.038574 129.507263 -20.667953 -18.139393 -21.088261
56028.144531 3105.280762 129.814133 -20.449305 -18.311031 -21.021227
55831.750000 3288.949463 130.186264 -20.240404 -17.519699 -21.050949
49173.023438 3359.113525 297.258545 -35.708942 -22.951641 -26.781532
48976.457031 3183.920654 297.738647 -36.687763 -21.455400 -25.444424
49132.824219 3124.657959 298.648712 -35.493820 -20.936157 -23.632542
50172.917969 2926.232910 298.136932 -35.652283 -20.797785 -23.689350
48923.679688 3318.643799 296.671509 -35.226215 -20.612471 -24.350464
48230.796875 3162.926758 297.252472 -35.012974 -20.107798 -23.134331
49409.046875 2774.289062 296.383850 -36.050072 -19.504597 -23.082384
49491.578125 2792.047119 297.852417 -36.231468 -19.747200 -22.635983
49790.882812 3218.215332 298.583191 -35.550034 -19.298450 -22.560598
49591.687500 3347.280029 297.080414 -35.973438 -19.186241 -22.617495
49390.390625 2618.326172 297.471924 -35.892418 -19.862774 -22.887835
49383.210938 3224.725342 295.913452 -36.817402 -19.040331 -21.712160
48421.738281 3238.837158 297.578979 -35.097260 -19.121023 -22.178637
48721.558594 3288.724365 297.921265 -36.630871 -19.289768 -22.925671
50205.917969 2898.624023 298.373810 -35.666637 -18.865290 -21.496727
48709.117188 3266.157227 298.007141 -35.454193 -18.729259 -21.647451
50093.753906 2875.533936 298.054382 -35.683468 -18.958380 -21.709106
49254.191406 3331.896240 298.489197 -36.614723 -17.851772 -21.260225
49474.949219 2990.012451 297.866058 -36.641346 -18.596245 -21.887894
48446.132812 3127.466309 297.587952 -37.087330 -18.026236 -21.418770
48891.457031 3264.947754 297.108215 -34.956284 -17.810572 -21.483034
49201.816406 3025.940186 297.608917 -35.860302 -18.273891 -21.514210
49458.769531 3440.188232 296.472992 -35.493969 -17.726431 -21.542301
50046.355469 3314.190918 297.298401 -35.585838 -17.585794 -21.148663
49155.222656 3181.121094 298.587646 -35.494789 -18.513626 -21.012745
48167.820312 3006.320312 319.477539 -52.183880 -20.404476 -24.359236
48131.304688 3010.964844 322.003235 -51.969780 -20.905134 -24.674809
48020.542969 3349.229980 320.286102 -51.969601 -20.261694 -24.371962
47964.894531 3321.168213 320.721466 -50.756985 -19.286253 -22.235718
48950.355469 3479.909668 320.317230 -52.006416 -19.425966 -23.214132
47811.945312 3486.453369 319.033997 -51.179390 -18.219061 -21.938503
48649.296875 3495.203613 320.633972 -52.017181 -18.093063 -21.128027
49104.113281 3317.937012 321.561218 -52.506180 -18.346596 -21.172750
48043.917969 3295.809082 321.210114 -51.687500 -18.421236 -22.060930
47309.289062 3226.693848 321.315155 -52.086823 -18.108044 -21.082569
48222.195312 3121.355713 318.768890 -51.379253 -17.786783 -21.342051
47464.187500 3493.666016 319.937866 -51.484100 -18.023500 -21.703852
48179.683594 3428.198242 320.205200 -51.672600 -17.734409 -21.712366
47422.886719 2899.575439 278.340942 -31.951918 -23.240234 -27.133104
47604.640625 2950.961670 278.094513 -29.686752 -20.843466 -24.748045
47428.339844 2815.478027 279.170349 -31.939909 -20.994318 -24.891249
47825.671875 2211.539551 278.537567 -31.785807 -20.698082 -24.418400
46140.511719 3188.879883 278.681915 -31.376200 -21.246155 -24.596119
47299.628906 2976.061523 278.420746 -31.490183 -20.386776 -24.370083
46561.824219 2849.595215 276.517151 -32.974739 -20.806158 -24.242823
47344.816406 2513.122559 277.870605 -32.261036 -20.071392 -24.163490
47684.824219 3007.624512 276.516083 -31.414286 -19.698719 -22.708227
47201.117188 3148.115967 278.924957 -31.413301 -20.170200 -23.998430
47515.890625 2772.309326 275.783813 -31.419668 -19.070921 -22.907444
47294.812500 3479.175781 277.529755 -30.760733 -19.900307 -22.327078
46781.910156 2974.167480 278.105072 -32.162354 -19.265406 -23.098139
47256.937500 2410.504395 277.589630 -32.083439 -19.738592 -23.129763
47895.964844 2712.906738 277.335724 -30.836096 -18.628101 -22.334194
47379.593750 2359.644287 279.108795 -31.106709 -19.659569 -22.175314
46576.386719 3062.412354 279.477417 -30.907499 -19.121334 -21.967520
47569.226562 2640.065430 278.599030 -29.889187 -18.716936 -21.931532
47485.351562 3311.664551 278.038666 -30.915655 -19.424362 -22.361250
47534.359375 3466.863037 276.485931 -31.481222 -19.296028 -21.900862
47474.988281 2226.803467 278.494843 -32.196915 -18.953541 -22.905087
47615.343750 2918.577393 278.263245 -31.497627 -19.353106 -21.938276
46202.222656 2682.467773 278.100311 -31.170557 -18.789660 -21.140400
47032.121094 2577.890869 278.792450 -30.881750 -19.214634 -21.727684
47316.390625 3419.166748 278.002502 -31.515781 -18.358231 -22.185890
47131.066406 3396.291260 278.941925 -31.399014 -18.992783 -22.483044
46399.746094 2648.201172 279.168884 -32.155170 -18.164337 -21.407408
47646.777344 2780.055176 277.016937 -30.614922 -17.522156 -21.069504
47306.468750 3223.902344 277.554779 -31.927479 -18.011549 -21.681501
47422.230469 2586.940186 277.953278 -32.038647 -18.589598 -21.267296
47904.957031 2870.399902 278.268036 -31.294565 -17.371967 -21.137539
47598.027344 3294.410645 277.714630 -31.650541 -17.639301 -21.337786
59047.425781 3455.367676 128.848328 9.535825 -18.253096 -21.996275
59383.035156 3471.552002 128.934448 8.903035 -17.825117 -21.258947
59193.750000 3335.580078 205.892715 -53.738853 -20.252460 -23.067793
48385.554688 3162.106689 268.126648 -45.684734 -21.908445 -25.870018
49109.425781 3171.041992 267.715546 -45.601994 -19.137850 -22.487041
47738.886719 3158.436035 268.933685 -45.574921 -17.754993 -21.070335
49141.480469 3451.458984 267.022858 -45.390110 -17.938524 -21.696533
48247.640625 3413.040283 268.167297 -45.670677 -17.591158 -21.120790
21057.628906 1329.477295 93.098648 -86.768799 -23.474810 -27.413967
22013.564453 1300.734985 20.685324 -86.425377 -22.127457 -25.498638
20949.406250 1163.009033 115.301689 -86.578056 -21.722919 -24.574421
20745.296875 1244.757690 85.089996 -86.320587 -20.170300 -24.210625
21025.972656 1463.401001 356.637787 -88.722504 -20.283096 -23.825584
20296.017578 1281.898438 121.756516 -84.711342 -20.385891 -23.607334
21547.701172 1179.698853 54.300041 -88.169327 -20.036562 -22.928596
22415.718750 1620.163818 7.675344 -86.535408 -20.284031 -22.617830
20007.613281 1159.383545 137.998520 -85.277962 -20.113293 -23.271545
21402.486328 1129.477905 124.053864 -84.417900 -19.812199 -23.014261
21192.664062 1447.874878 88.879723 -85.305923 -19.738359 -23.419163
20309.564453 743.955017 18.951977 -87.519737 -19.269306 -21.915703
21147.595703 999.207703 85.367561 -87.408066 -19.464531 -22.775112
21661.523438 845.695068 105.426796 -86.768501 -19.241966 -22.264551
21429.359375 1467.309326 96.396179 -87.213921 -19.308508 -22.057798
22106.726562 1344.506714 43.800957 -88.466713 -18.820127 -22.388786
21121.371094 1089.149658 72.796722 -87.060081 -18.103870 -21.790661
20388.841797 1232.810669 18.384184 -87.533028 -18.414318 -21.988543
21021.984375 1249.178589 103.344246 -83.912209 -18.511858 -21.670847
21070.169922 167.603516 90.038139 -87.052032 -18.128712 -21.715073
19907.933594 1288.444580 110.028313 -85.187408 -18.312126 -21.503689
21378.029297 1632.402832 101.184570 -85.269341 -17.901672 -21.543064
20977.882812 1304.447266 132.649750 -83.923805 -18.083567 -21.426392
21502.503906 1069.228027 100.822121 -87.394798 -18.322895 -21.803398
20342.025391 1132.871948 78.518150 -87.007156 -17.606974 -21.219219
47776.152344 3166.476562 240.121429 19.795383 -22.901236 -26.797207
48285.949219 3396.983398 240.271240 20.335384 -20.936134 -24.864433
47655.285156 2671.575684 240.025070 20.100897 -20.590168 -24.488018
49085.171875 3300.591797 240.004364 19.496418 -19.719814 -23.495962
48375.105469 3412.008057 240.439606 19.714487 -20.251343 -23.484993
48254.511719 3354.310547 239.702576 20.022446 -19.636543 -22.940847
47619.929688 3123.176758 240.112289 19.667440 -18.303156 -22.447010
47798.652344 3161.690186 240.278549 19.573633 -17.968132 -21.411146
48069.941406 3096.596680 240.518646 19.573402 -17.447893 -21.234461
53216.835938 3498.300293 165.676636 26.986130 -19.981918 -23.150295
53321.152344 3213.412598 164.635498 26.760038 -19.982882 -23.063396
52770.359375 3280.407959 164.620499 27.369720 -18.906071 -22.117332
53999.289062 3364.968994 164.646378 27.946627 -19.374763 -22.722670
54041.796875 3312.730957 165.393875 28.076420 -19.096819 -22.183830
54423.917969 3334.171387 164.640930 27.586115 -18.731251 -22.266443
53975.019531 3446.845215 164.988159 27.279207 -18.695477 -22.444637
33795.371094 2331.748535 226.874039 32.028492 -22.696312 -26.643341
34774.898438 2208.434814 224.248917 32.580658 -21.532707 -25.295719
33129.453125 2683.818115 226.167282 30.641771 -20.885218 -24.842356
34993.343750 2696.028564 225.008621 32.757404 -20.651455 -24.562252
33916.058594 1903.575439 226.661530 31.063658 -20.476770 -23.271454
34459.988281 2451.276855 223.735428 31.370539 -18.995502 -22.845087
33701.195312 2333.640381 225.770111 32.922379 -19.693535 -23.125645
32715.818359 2187.860352 226.679626 31.212782 -19.465538 -22.568781
34552.832031 2484.989258 226.048706 31.966629 -19.050589 -22.004564
33650.617188 1877.378296 226.926849 33.206238 -18.012522 -21.415800
33186.644531 2278.837646 225.564194 30.420280 -19.278944 -22.266512
35289.269531 2320.012695 225.767105 33.169945 -18.775667 -21.657240
34774.847656 2291.086182 224.455994 31.155190 -18.860577 -22.009672
33855.679688 2410.496582 226.713577 32.293468 -19.299042 -22.942427
33789.742188 2424.035156 226.925995 30.608938 -18.279270 -21.161018
33786.101562 1873.403564 226.677567 31.921516 -19.641033 -23.077845
34788.972656 2836.441406 224.249069 32.632656 -20.091747 -23.103653
33970.000000 2378.460938 227.693192 32.280163 -18.397005 -21.701727
33994.988281 2547.802246 226.184830 31.194059 -17.937080 -21.166496
34039.882812 1864.725708 227.515610 32.094120 -18.430738 -21.346655
34422.328125 2358.872803 225.339294 32.332169 -17.887932 -21.453062
33655.332031 2137.604004 227.603409 31.515434 -18.681889 -21.342890
34874.316406 2417.453613 223.972595 33.057781 -18.317814 -21.339979
33173.367188 2307.157471 226.443924 30.963978 -17.914293 -21.024818
33135.914062 2376.597412 226.179413 31.669714 -17.797686 -21.406988
33750.070312 2534.223145 226.949493 31.769709 -17.809521 -21.262674
33622.027344 2267.268066 226.493698 31.964745 -17.355989 -21.309778
34323.125000 2089.837158 242.647705 26.828476 -22.529850 -26.482376
34588.863281 2249.158691 240.778305 26.281637 -21.823408 -25.655243
33879.906250 2499.755859 241.345398 27.300484 -21.519621 -25.321882
34023.527344 2039.408447 245.312958 25.477049 -22.005732 -25.221821
34193.898438 2210.849609 244.703323 25.611944 -21.589930 -24.375334
34238.539062 2322.263428 242.449814 26.512655 -20.502205 -24.360283
34502.226562 2364.457275 245.176346 24.778908 -20.172323 -23.662979
34327.351562 1572.460815 242.891754 25.810198 -20.583088 -23.371754
33682.593750 2681.425293 240.816986 27.847712 -20.573677 -23.321806
34224.664062 2090.706787 241.914093 26.726494 -20.297516 -23.846035
33657.949219 2646.192383 242.399765 27.290756 -18.437420 -22.145550
34428.472656 2586.399902 241.638611 26.830061 -19.790733 -22.588676
33919.722656 2353.874512 241.371490 27.179138 -19.180695 -22.915335
34799.515625 2171.767822 240.600998 25.583258 -19.371922 -22.342026
34347.652344 1886.650879 242.219696 27.330626 -19.499216 -22.982357
33673.300781 2562.968750 242.261658 28.039845 -18.938219 -21.868141
34342.957031 2399.817627 241.478210 27.832029 -18.933628 -21.944315
34241.226562 2227.054199 242.598602 27.493244 -18.934637 -21.928452
33841.621094 2069.817871 243.677963 25.891163 -18.355534 -21.736959
33708.269531 2465.873047 241.874084 28.011444 -18.896732 -21.798883
33908.121094 2030.735840 242.257202 27.272861 -18.704538 -21.472599
34255.917969 2214.264404 243.402145 26.861206 -18.591488 -21.218819
34130.179688 2032.642090 241.361053 27.141703 -18.255945 -21.630632
34306.277344 2272.889648 242.716446 26.864315 -19.526993 -22.236172
34308.457031 1935.295288 243.085114 26.945347 -18.206160 -21.135048
34079.183594 2106.381592 242.797424 26.649601 -17.284300 -21.098629
50372.375000 3390.692871 26.625437 24.169559 -21.565485 -25.495770
50606.105469 3086.673584 26.502594 24.141323 -19.708712 -22.820206
51415.878906 3235.887207 25.895372 24.615366 -19.879944 -22.800123
50853.980469 3436.642334 26.469254 25.166405 -19.092087 -21.876078
52755.347656 3487.460449 25.578445 24.921850 -18.644728 -21.364340
50515.937500 3472.452637 26.464533 24.767986 -19.590176 -22.716843
50353.921875 3458.512695 26.706821 24.427896 -19.028837 -22.221628
31901.130859 2228.779053 172.600616 -25.360470 -22.573349 -26.349632
32359.574219 2056.054443 173.846985 -26.532148 -20.682323 -24.410202
31876.503906 2495.161133 172.352417 -25.263140 -20.791040 -24.849030
32004.009766 2983.618164 172.537460 -25.327234 -20.501619 -24.478134
31727.636719 1820.117432 172.537613 -25.726473 -20.514828 -24.263950
32448.908203 1993.816406 172.725342 -23.956491 -19.600752 -23.517273
32508.486328 1928.629395 172.665283 -24.427044 -20.045841 -23.616304
31531.037109 2056.220947 171.974991 -23.667841 -20.090822 -23.289846
31992.783203 2136.703613 175.107101 -27.340174 -18.679300 -21.572390
31836.484375 2332.139404 172.605270 -23.880737 -19.657711 -23.010271
32707.144531 2647.645508 172.470718 -24.620241 -18.822956 -22.359665
31986.058594 1861.754395 173.304718 -27.989466 -18.942341 -22.248463
31873.753906 3026.180664 172.377457 -25.135607 -19.453077 -23.117058
31534.876953 1923.327393 172.397141 -23.928118 -18.470406 -21.449524
32311.492188 2051.347656 173.598694 -26.995659 -18.610138 -21.964811
32224.904297 1913.487793 174.043839 -26.609480 -18.752661 -22.235863
32281.908203 1980.190308 172.809570 -25.339148 -17.784483 -21.267794
31801.382812 2187.263672 172.836761 -25.693592 -18.475054 -21.862034
31850.277344 2518.178955 172.765808 -25.826031 -18.387156 -21.732712
32401.150391 1966.205566 172.594574 -24.507427 -17.511511 -21.037512
32257.197266 2456.288330 173.096771 -25.418144 -17.608263 -21.066908
32028.605469 2330.044922 173.069458 -25.391056 -18.103130 -21.631922
50258.304688 2791.811523 119.310158 -22.169775 -22.804169 -26.699417
50392.507812 3313.936035 121.970970 -22.607536 -21.939819 -24.928791
50677.414062 3325.044189 120.064896 -23.116426 -20.713394 -23.902916
50418.324219 2942.240479 120.459938 -21.652102 -19.429249 -23.082586
50745.621094 2223.538818 118.954544 -22.164291 -20.717184 -23.570110
50121.894531 3150.651855 119.347984 -21.628428 -19.921755 -22.887300
50816.066406 3486.731201 120.161011 -22.807550 -19.933846 -23.073347
51091.035156 2627.986816 119.915573 -22.843628 -19.703072 -22.852755
50274.523438 2338.622070 119.266022 -22.175375 -20.120785 -23.931101
50935.613281 3089.063721 119.316360 -22.736155 -20.047007 -22.888151
50124.578125 3252.234375 118.731140 -21.046318 -18.954447 -22.032909
50385.394531 2639.119141 117.819305 -21.910753 -19.312656 -21.827736
50330.187500 2847.599121 120.837448 -22.917379 -18.676060 -21.723028
49922.601562 2892.053223 119.427940 -21.772129 -19.539717 -22.418573
50677.492188 2333.634521 118.616829 -22.392288 -18.939692 -21.932245
50257.562500 3077.211426 120.625572 -22.367680 -18.243259 -21.028992
50769.398438 2855.187744 119.577362 -22.582571 -18.278204 -21.872929
49788.550781 2301.773438 119.130798 -22.119177 -17.910997 -21.210011
50597.585938 2517.434814 119.663734 -22.438030 -18.392488 -21.295404
50177.203125 2709.041016 119.124939 -22.146990 -17.685081 -21.032330
